priority,score,detected_first,place_id,name,formatted_address,ward,rating,user_rating_count,business_status,google_maps_uri
C,45.0,2026-02-25,ChISgtRa1eePdjJYM6mgv4I3ERx,Nico Studio Kagurazaka,東京都杉並区高円寺一丁目1-1-9 コーポさくら,杉並区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChISgtRa1eePdjJYM6mgv4I3ERx
C,45.0,2026-02-25,ChITO8TxStNstfUeWj77yuRSHkr,Haru Lounge Ebisu,東京都豊島区池袋一丁目3-7-1 グリーンハイツ,豊島区,,0,CLOSED_TEMPORARILY,https://www.google.com/maps/search/?api=1&query_place_id=ChITO8TxStNstfUeWj77yuRSHkr
C,45.0,2026-02-25,ChI6LorbjfDW8pqYyhUsaaJTYLw,Haru Works Shibuya,東京都品川区大井町四丁目4-2-6 コーポさくら,品川区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChI6LorbjfDW8pqYyhUsaaJTYLw
C,43.33,2026-02-24,ChIaUZsSjIMaq8Yrv5LnkTZj1AT,Nalu Atelier Ebisu,東京都新宿区神楽坂四丁目3-7-1 コーポさくら,新宿区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIaUZsSjIMaq8Yrv5LnkTZj1AT
C,43.33,2026-02-24,ChIzLHq3BIAWyyPlUBLQDIvahHv,moi Works Omotesando,東京都品川区大井町一丁目4-2-6 □□タワー,品川区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIzLHq3BIAWyyPlUBLQDIvahHv
C,43.33,2026-02-24,ChIFgpKl8lJKqnu5mV17kC03BFC,Rosa Room Shibuya,東京都品川区大井町二丁目4-2-6 グリーンハイツ,品川区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIFgpKl8lJKqnu5mV17kC03BFC
C,41.67,2026-02-23,ChIiD75E7eCSaLxIxpup9aX5Yc3,Nico Lounge Tokyo,東京都中央区築地二丁目5-1-2 〇〇ビル,中央区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIiD75E7eCSaLxIxpup9aX5Yc3
C,41.67,2026-02-23,ChIsZFoiinJRFTFg6NzJiUZlow1,Rosa HAIR Kagurazaka,東京都渋谷区代官山四丁目1-1-9 サンライトビル,渋谷区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIsZFoiinJRFTFg6NzJiUZlow1
C,40.0,2026-02-22,ChImUfBH7X41zTPDP4k8FFuf0Ew,Haru Beauty Ginza,東京都世田谷区下北沢四丁目4-2-6 〇〇ビル,世田谷区,,0,CLOSED_TEMPORARILY,https://www.google.com/maps/search/?api=1&query_place_id=ChImUfBH7X41zTPDP4k8FFuf0Ew
C,40.0,2026-02-22,ChIY3C2eOM06dWT0y3OOBqMZVR3,moi Room Kichijoji,東京都江東区門前仲町一丁目5-1-2 〇〇ビル,江東区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIY3C2eOM06dWT0y3OOBqMZVR3
C,40.0,2026-02-22,ChIuJa3pJEeyQVnsZpF2V2r2iY9,Sora Works,東京都杉並区高円寺四丁目1-1-9 〇〇ビル,杉並区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIuJa3pJEeyQVnsZpF2V2r2iY9
C,40.0,2026-02-22,ChIO1AwBTdruibiY0OPdWJRM74u,moi Salon Ebisu,東京都荒川区西日暮里四丁目2-5-8 コーポさくら,荒川区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIO1AwBTdruibiY0OPdWJRM74u
C,38.33,2026-02-21,ChIIeqHk8NdsQxXKmm9vtHx0K9T,moi Salon Kagurazaka,東京都墨田区錦糸町四丁目2-5-8 △△レジデンス,墨田区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIIeqHk8NdsQxXKmm9vtHx0K9T
C,38.33,2026-02-21,ChIsZ8RgifcFmC4bvUmQBFO9r13,Noa Salon Kagurazaka,東京都杉並区高円寺三丁目5-1-2 □□タワー,杉並区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIsZ8RgifcFmC4bvUmQBFO9r13
C,36.89,2026-02-15,ChIRTRfJEKbRaTeyEXQ8PuofmnM,Kuu HAIR Ginza,東京都北区赤羽三丁目2-5-8 △△レジデンス,北区,3.9,4,CLOSED_TEMPORARILY,https://www.google.com/maps/search/?api=1&query_place_id=ChIRTRfJEKbRaTeyEXQ8PuofmnM
C,36.67,2026-02-20,ChImdhQj38AruHr4iwRxpVHSbKd,Lumi Room Ginza,東京都中野区野方1-1-9 サンライトビル,中野区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChImdhQj38AruHr4iwRxpVHSbKd
C,36.67,2026-02-20,ChIQCwpMSW3xD3pVRHzXb4Zvc59,Nico Studio Ginza,東京都目黒区学芸大学三丁目4-2-6 サンライトビル,目黒区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIQCwpMSW3xD3pVRHzXb4Zvc59
C,36.67,2026-02-20,ChIM0Y9jgpfarfat1cfKFkBywOS,Lumi Room Shibuya,東京都中央区月島1-1-9 △△レジデンス,中央区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIM0Y9jgpfarfat1cfKFkBywOS
C,35.0,2026-02-19,ChIrIUHPTHLXsJgYamIkYbLfois,Rosa Beauty Ginza,東京都江戸川区葛西四丁目4-2-6 〇〇ビル,江戸川区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIrIUHPTHLXsJgYamIkYbLfois
C,34.25,2026-02-05,ChIsoBmeQ9pyxlkOuDleKhounx1,Nico Beauty Shibuya,東京都中野区野方二丁目5-1-2 ルミエール,中野区,4.5,12,CLOSED_TEMPORARILY,https://www.google.com/maps/search/?api=1&query_place_id=ChIsoBmeQ9pyxlkOuDleKhounx1
C,31.67,2026-02-17,ChI03pmITUm8sMeUL9Z9USvsof9,Noa Atelier Kichijoji,東京都大田区大森二丁目1-1-9 ルミエール,大田区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChI03pmITUm8sMeUL9Z9USvsof9
C,26.67,2026-02-14,ChITdEsDKcaedNVmJU3tUu3WZIw,Sora HAIR Kichijoji,東京都目黒区自由が丘一丁目5-1-2 サンライトビル,目黒区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChITdEsDKcaedNVmJU3tUu3WZIw
C,26.67,2026-02-14,ChIrxjB8ud8tNczS1sE02yyarfI,Rosa Room Shibuya,東京都板橋区板橋四丁目4-2-6 △△レジデンス,板橋区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIrxjB8ud8tNczS1sE02yyarfI
C,23.33,2026-02-12,ChIwot3GcKsT5BCUyDSWXbJPhak,Rosa Beauty Ginza,東京都江東区東陽町1-1-9 〇〇ビル,江東区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIwot3GcKsT5BCUyDSWXbJPhak
C,20.0,2026-02-10,ChIA2GbI4QuXwZXCZDkjMXjSEYg,Kuu Room Tokyo,東京都足立区西新井三丁目3-7-1 グリーンハイツ,足立区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIA2GbI4QuXwZXCZDkjMXjSEYg
C,16.07,2026-02-06,ChIS2yGgxi1v4hCqV4xnImYJKL1,Mimi Beauty Omotesando,東京都墨田区錦糸町一丁目2-5-8 〇〇ビル,墨田区,3.6,2,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChIS2yGgxi1v4hCqV4xnImYJKL1
C,15.0,2026-02-07,ChI9zye51MXr8kcdxSxYgha9K0M,Noa Beauty Kagurazaka,東京都杉並区高円寺四丁目2-5-8 □□タワー,杉並区,,0,OPERATIONAL,https://www.google.com/maps/search/?api=1&query_place_id=ChI9zye51MXr8kcdxSxYgha9K0M
